GenreNumber,Title,MoNu,Myrating,Genre,MyGenre,Director Name,RandomWord
3087,Groove,2087,49,Drama,ursidae,Greg Harrison,sef
3088,Gun Shy,2088,74,Comedy,whippowill,Eric Blakeney,zef
3089,Hanging Up,2089,19,Comedy,silurid,Diane Keaton,zerf
3090,Here on Earth,2090,64,Drama,bardiche,Mark Piznarski, xrd
3091,High Fidelity,2091,82,Comedy,logicists,Stephen Frears,gbc
3092,Highlander: Endgame,2092,4,Action,parroter,Douglas Aarniokoski,vd
3093,Hollow Man,2093,33,Action,hell-rake,Paul Verhoeven,sef
3094,How the Grinch Stole Christmas,2094,12,Comedy,triphylite,Ron Howard,zef
3095,I Dreamed of Africa,2095,77,Adventure,distancy,Hugh Hudson,zerf
3096,Isn't She Great,2096,26,Biography,spinnies,Andrew Bergman, xrd
3097,Keeping the Faith,2097,12,Comedy,resmethrin,Edward Norton,gbc
3098,Little Nicky,2098,56,Comedy,angledozer,Steven Brill,vd
3099,Loser,2099,74,Comedy,ethoxylate,Amy Heckerling,sef
3100,Lost Souls,2100,12,Drama,ursidae,Janusz Kaminski,zef
3101,Love & Basketball,2101,62,Drama,whippowill,Gina Prince-Bythewood,zerf
3102,Lucky Numbers,2102,21,Comedy,silurid,Nora Ephron, xrd
3103,Luminarias,2103,92,Comedy,bardiche,JosÃ© Luis Valenzuela,gbc
3104,"Me, Myself & Irene",2104,51,Comedy,logicists,Bobby Farrelly,vd
3105,Meet the Parents,2105,11,Comedy,parroter,Jay Roach,sef
3106,Memento,2106,23,Mystery,hell-rake,Christopher Nolan,zef
3107,Men of Honor,2107,61,Biography,triphylite,George Tillman Jr.,zerf
3108,Mercy Streets,2108,12,Action,distancy,Jon Gunn, xrd
3109,Miss Congeniality,2109,69,Action,spinnies,Donald Petrie,gbc
3110,Mission to Mars,2110,98,Adventure,resmethrin,Brian De Palma,vd
3111,Mission: Impossible II,2111,18,Action,angledozer,John Woo,sef
3112,My Dog Skip,2112,24,Drama,ethoxylate,Jay Russell,zef
3113,Next Friday,2113,11,Comedy,ursidae,Steve Carr,zerf
3114,Nine Queens,2114,32,Crime,whippowill,FabiÃ¡n Bielinsky, xrd
3115,Nurse Betty,2115,88,Comedy,silurid,Neil LaBute,gbc
3116,Nutty Professor II: The Klumps,2116,45,Comedy,bardiche,Peter Segal,vd
3117,"O Brother, Where Art Thou?",2117,30,Adventure,logicists,Joel Coen,sef
3118,Pay It Forward,2118,3,Drama,parroter,Mimi Leder,zef
3119,Pitch Black,2119,2,Horror,hell-rake,David Twohy,zerf
3120,Pollock,2120,5,Biography,triphylite,Ed Harris, xrd
3121,Proof of Life,2121,81,Action,distancy,Taylor Hackford,gbc
3122,Psycho Beach Party,2122,44,Comedy,spinnies,Robert Lee King,vd
3123,Quills,2123,14,Biography,resmethrin,Philip Kaufman,sef
3124,Ready to Rumble,2124,81,Comedy,angledozer,Brian Robbins,zef
3125,Red Planet,2125,37,Action,ethoxylate,Antony Hoffman,zerf
3126,Reindeer Games,2126,77,Action,ursidae,John Frankenheimer, xrd
3127,Remember the Titans,2127,84,Biography,whippowill,Boaz Yakin,gbc
3128,Requiem for a Dream,2128,92,Drama,silurid,Darren Aronofsky,vd
3129,Return to Me,2129,85,Comedy,bardiche,Bonnie Hunt,sef
3130,Road Trip,2130,11,Comedy,logicists,Todd Phillips,zef
3131,Romeo Must Die,2131,88,Action,parroter,Andrzej Bartkowiak,zerf
3132,Rugrats in Paris: The Movie,2132,89,Adventure,hell-rake,Stig Bergqvist, xrd
3133,Scream 3,2133,56,Horror,triphylite,Wes Craven,gbc
3134,Screwed,2134,78,Comedy,distancy,Scott Alexander,vd
3135,Shadow of the Vampire,2135,56,Drama,spinnies,E. Elias Merhige,sef
3136,Shaft,2136,67,Action,resmethrin,John Singleton,zef
3137,Shanghai Noon,2137,95,Action,angledozer,Tom Dey,zerf
3138,Small Time Crooks,2138,47,Comedy,ethoxylate,Woody Allen, xrd
3139,Snatch,2139,4,Comedy,ursidae,Guy Ritchie,gbc
3140,Snow Day,2140,81,Adventure,whippowill,Chris Koch,vd
3141,Songcatcher,2141,93,Drama,silurid,Maggie Greenwald,sef
3142,Space Cowboys,2142,81,Action,bardiche,Clint Eastwood,zef
3143,Supernova,2143,14,Horror,logicists,Walter Hill,zerf
3144,Tadpole,2144,93,Comedy,parroter,Gary Winick, xrd
3145,The 6th Day,2145,95,Action,hell-rake,Roger Spottiswoode,gbc
3146,The Adventures of Rocky & Bullwinkle,2146,43,Adventure,triphylite,Des McAnuff,vd
3147,The Art of War,2147,82,Action,distancy,Christian Duguay,sef
3148,The Beach,2148,1,Adventure,spinnies,Danny Boyle,zef
3149,The Broken Hearts Club: A Romantic Comedy,2149,37,Comedy,resmethrin,Greg Berlanti,zerf
3150,The Cell,2150,52,Horror,angledozer,Tarsem Singh, xrd
3151,The Circle,2151,92,Drama,ethoxylate,Jafar Panahi,gbc
3152,The Claim,2152,43,Drama,ursidae,Michael Winterbottom,vd
3153,The Contender,2153,12,Drama,whippowill,Rod Lurie,sef
3154,The Crew,2154,14,Comedy,silurid,Michael Dinner,zef
3155,The Emperor's New Groove,2155,41,Adventure,bardiche,Mark Dindal,zerf
3156,The Family Man,2156,90,Comedy,logicists,Brett Ratner, xrd
3157,The Flintstones in Viva Rock Vegas,2157,56,Comedy,parroter,Brian Levant,gbc
3158,The House of Mirth,2158,37,Drama,hell-rake,Terence Davies,vd
3159,The In Crowd,2159,41,Drama,triphylite,Mary Lambert,sef
3160,The Kid,2160,63,Comedy,distancy,Jon Turteltaub,zef
3161,The Ladies Man,2161,32,Comedy,spinnies,Reginald Hudlin,zerf
3162,The Legend of Bagger Vance,2162,7,Drama,resmethrin,Robert Redford, xrd
3163,The Little Vampire,2163,46,Adventure,angledozer,Uli Edel,gbc
3164,The Next Best Thing,2164,29,Comedy,ethoxylate,John Schlesinger,vd
3165,The Original Kings of Comedy,2165,34,Comedy,ursidae,Spike Lee,sef
3166,The Patriot,2166,39,Action,whippowill,Roland Emmerich,zef
3167,The Perfect Storm,2167,65,Action,silurid,Wolfgang Petersen,zerf
3168,The Replacements,2168,28,Comedy,bardiche,Howard Deutch, xrd
3169,The Road to El Dorado,2169,82,Adventure,logicists,Bibo Bergeron,gbc
3170,The Skulls,2170,39,Action,parroter,Rob Cohen,vd
3171,The Specials,2171,29,Action,hell-rake,Craig Mazin,sef
3172,The Tigger Movie,2172,51,Animation,triphylite,Jun Falkenstein,zef
3173,The Watcher,2173,74,Crime,distancy,Joe Charbanic,zerf
3174,The Way of the Gun,2174,32,Action,spinnies,Christopher McQuarrie, xrd
3175,The Whole Nine Yards,2175,23,Comedy,resmethrin,Jonathan Lynn,gbc
3176,The Widow of Saint-Pierre,2176,97,Drama,angledozer,Patrice Leconte,vd
3177,The Yards,2177,6,Crime,ethoxylate,James Gray,sef
3178,Thirteen Days,2178,98,Drama,ursidae,Roger Donaldson,zef
3179,Thomas and the Magic Railroad,2179,64,Adventure,whippowill,Britt Allcroft,zerf
3180,Titan A.E.,2180,43,Action,silurid,Don Bluth, xrd
3181,Traffic,2181,56,Crime,bardiche,Steven Soderbergh,gbc
3182,U-571,2182,37,Action,logicists,Jonathan Mostow,vd
3183,Unbreakable,2183,54,Drama,parroter,M. Night Shyamalan,sef
3184,Urban Legends: Final Cut,2184,60,Horror,hell-rake,John Ottman,zef
3185,Urbania,2185,70,Drama,triphylite,Jon Shear,zerf
3186,Vertical Limit,2186,86,Action,distancy,Martin Campbell, xrd
3187,What Lies Beneath,2187,49,Drama,spinnies,Robert Zemeckis,gbc
3188,What Planet Are You From?,2188,74,Comedy,resmethrin,Mike Nichols,vd
3189,What Women Want,2189,19,Comedy,angledozer,Nancy Meyers,sef
3190,Whatever It Takes,2190,64,Comedy,ethoxylate,David Raynr,zef
3191,Where the Heart Is,2191,82,Comedy,ursidae,Matt Williams,zerf
3192,Whipped,2192,4,Comedy,whippowill,Peter M. Cohen, xrd
3193,Woman on Top,2193,33,Comedy,silurid,Fina Torres,gbc
3194,Wonder Boys,2194,12,Comedy,bardiche,Curtis Hanson,vd
3195,X-Men,2195,77,Action,logicists,Bryan Singer,sef
3196,You Can Count on Me,2196,26,Drama,parroter,Kenneth Lonergan,zef
3197,15 Minutes,2197,12,Action,hell-rake,John Herzfeld,zerf
3198,3000 Miles to Graceland,2198,56,Action,triphylite,Demian Lichtenstein, xrd
3199,A Beautiful Mind,2199,74,Biography,distancy,Ron Howard,gbc
3200,A Knight's Tale,2200,12,Action,spinnies,Brian Helgeland,vd
3201,A.I. Artificial Intelligence,2201,62,Adventure,resmethrin,Steven Spielberg,sef
3202,Ali,2202,21,Biography,angledozer,Michael Mann,zef
3203,Alias Betty,2203,92,Comedy,ethoxylate,Claude Miller,zerf
3204,All the Queen's Men,2204,51,Action,ursidae,Stefan Ruzowitzky, xrd
3205,Along Came a Spider,2205,11,Crime,whippowill,Lee Tamahori,gbc
3206,AmÃ©lie,2206,23,Comedy,silurid,Jean-Pierre Jeunet,vd
3207,American Desi,2207,61,Comedy,bardiche,Piyush Dinker Pandya,sef
3208,American Outlaws,2208,12,Action,logicists,Les Mayfield,zef
3209,American Pie 2,2209,69,Comedy,parroter,J.B. Rogers,zerf
3210,America's Sweethearts,2210,98,Comedy,hell-rake,Joe Roth, xrd
3211,Angel Eyes,2211,18,Drama,triphylite,Luis Mandoki,gbc
3212,Antitrust,2212,24,Action,distancy,Peter Howitt,vd
3213,Atlantis: The Lost Empire,2213,11,Action,spinnies,Gary Trousdale,sef
3214,Ayurveda: Art of Being,2214,32,Documentary,resmethrin,Pan Nalin,zef
3215,Baby Boy,2215,88,Crime,angledozer,John Singleton,zerf
3216,Bandits,2216,45,Comedy,ethoxylate,Barry Levinson, xrd
3217,Behind Enemy Lines,2217,30,Action,ursidae,John Moore,gbc
3218,Birthday Girl,2218,3,Comedy,whippowill,Jez Butterworth,vd
3219,Black Hawk Down,2219,2,Drama,silurid,Ridley Scott,sef
3220,Black Knight,2220,5,Adventure,bardiche,Gil Junger,zef
3221,Blow,2221,81,Biography,logicists,Ted Demme,zerf
3222,Bridget Jones's Diary,2222,44,Comedy,parroter,Sharon Maguire, xrd
3223,Brigham City,2223,14,Crime,hell-rake,Richard Dutcher,gbc
3224,Bubble Boy,2224,81,Adventure,triphylite,Blair Hayes,vd
3225,Buffalo Soldiers,2225,37,Comedy,distancy,Gregor Jordan,sef
3226,Captain Corelli's Mandolin,2226,77,Drama,spinnies,John Madden,zef
3227,Cats & Dogs,2227,84,Action,resmethrin,Lawrence Guterman,zerf
3228,Corky Romano,2228,92,Comedy,angledozer,Rob Pritts, xrd
3229,Crazy/Beautiful,2229,85,Drama,ethoxylate,John Stockwell,gbc
3230,Crocodile Dundee in Los Angeles,2230,11,Adventure,ursidae,Simon Wincer,vd
3231,Domestic Disturbance,2231,88,Crime,whippowill,Harold Becker,sef
3232,Donnie Darko,2232,89,Drama,silurid,Richard Kelly,zef
3233,Don't Say a Word,2233,56,Crime,bardiche,Gary Fleder,zerf
3234,Double Take,2234,78,Action,logicists,George Gallo, xrd
3235,Down and Out with the Dolls,2235,56,Comedy,parroter,Kurt Voss,gbc
3236,Down to Earth,2236,67,Comedy,hell-rake,Chris Weitz,vd
3237,Dr. Dolittle 2,2237,95,Comedy,triphylite,Steve Carr,sef
3238,Driven,2238,47,Action,distancy,Renny Harlin,zef
3239,Elling,2239,4,Comedy,spinnies,Petter NÃ?ss,zerf
3240,Enemy at the Gates,2240,81,Drama,resmethrin,Jean-Jacques Annaud, xrd
3241,Exit Wounds,2241,93,Action,angledozer,Andrzej Bartkowiak,gbc
3242,Final Fantasy: The Spirits Within,2242,81,Action,ethoxylate,Hironobu Sakaguchi,vd
3243,Formula 51,2243,14,Action,ursidae,Ronny Yu,sef
3244,Frailty,2244,93,Crime,whippowill,Bill Paxton,zef
3245,Freddy Got Fingered,2245,95,Comedy,silurid,Tom Green,zerf
3246,From Hell,2246,43,Horror,bardiche,Albert Hughes, xrd
3247,Get Over It,2247,82,Comedy,logicists,Tommy O'Haver,gbc
3248,Ghost World,2248,1,Comedy,parroter,Terry Zwigoff,vd
3249,Ghosts of Mars,2249,37,Action,hell-rake,John Carpenter,sef
3250,Glitter,2250,52,Drama,triphylite,Vondie Curtis-Hall,zef
3251,Gosford Park,2251,92,Drama,distancy,Robert Altman,zerf
3252,Hardball,2252,43,Drama,spinnies,Brian Robbins, xrd
3253,Harry Potter and the Sorcerer's Stone,2253,12,Adventure,resmethrin,Chris Columbus,gbc
3254,Harvard Man,2254,14,Comedy,angledozer,James Toback,vd
3255,Head Over Heels,2255,41,Comedy,ethoxylate,Mark Waters,sef
3256,Heartbreakers,2256,90,Comedy,ursidae,David Mirkin,zef
3257,Hearts in Atlantis,2257,56,Drama,whippowill,Scott Hicks,zerf
3258,Hedwig and the Angry Inch,2258,37,Comedy,silurid,John Cameron Mitchell, xrd
3259,High Heels and Low Lifes,2259,41,Action,bardiche,Mel Smith,gbc
3260,How High,2260,63,Comedy,logicists,Jesse Dylan,vd
3261,I Am Sam,2261,32,Drama,parroter,Jessie Nelson,sef
3262,Impostor,2262,7,Drama,hell-rake,Gary Fleder,zef
3263,In the Bedroom,2263,46,Crime,triphylite,Todd Field,zerf
3264,Iris,2264,29,Biography,distancy,Richard Eyre, xrd
3265,Jason X,2265,34,Action,spinnies,James Isaac,gbc
3266,Jay and Silent Bob Strike Back,2266,39,Comedy,resmethrin,Kevin Smith,vd
3267,Jeepers Creepers,2267,65,Horror,angledozer,Victor Salva,sef
3268,Jimmy Neutron: Boy Genius,2268,28,Action,ethoxylate,John A. Davis,zef
3269,Joe Dirt,2269,82,Adventure,ursidae,Dennie Gordon,zerf
3270,Joe Somebody,2270,39,Comedy,whippowill,John Pasquin, xrd
3271,Josie and the Pussycats,2271,29,Comedy,silurid,Harry Elfont,gbc
3272,Joy Ride,2272,51,Mystery,bardiche,John Dahl,vd
3273,Jurassic Park III,2273,74,Action,logicists,Joe Johnston,sef
3274,Just Visiting,2274,32,Comedy,parroter,Jean-Marie PoirÃ©,zef
3275,Kate & Leopold,2275,23,Comedy,hell-rake,James Mangold,zerf
3276,Kiss of the Dragon,2276,97,Action,triphylite,Chris Nahon, xrd
3277,Kissing Jessica Stein,2277,6,Comedy,distancy,Charles Herman-Wurmfeld,gbc
3278,K-PAX,2278,98,Drama,spinnies,Iain Softley,vd
3279,L.I.E.,2279,64,Crime,resmethrin,Michael Cuesta,sef
3280,Lara Croft: Tomb Raider,2280,43,Action,angledozer,Simon West,zef
3281,Last Orders,2281,56,Drama,ethoxylate,Fred Schepisi,zerf
3282,Legally Blonde,2282,37,Comedy,ursidae,Robert Luketic, xrd
3283,Life as a House,2283,54,Drama,whippowill,Irwin Winkler,gbc
3284,Lovely & Amazing,2284,60,Comedy,silurid,Nicole Holofcener,vd
3285,Lucky Break,2285,70,Comedy,bardiche,Peter Cattaneo,sef
3286,Made,2286,86,Comedy,logicists,Jon Favreau,zef
3287,Max Keeble's Big Move,2287,49,Comedy,parroter,Tim Hill,zerf
3288,Mean Machine,2288,74,Comedy,hell-rake,Barry Skolnick, xrd
3289,Megiddo: The Omega Code 2,2289,19,Action,triphylite,Brian Trenchard-Smith,gbc
3290,Monkeybone,2290,64,Animation,distancy,Henry Selick,vd
3291,Monsoon Wedding,2291,82,Comedy,spinnies,Mira Nair,sef
3292,Monster's Ball,2292,4,Drama,resmethrin,Marc Forster,zef
3293,"Monsters, Inc.",2293,33,Adventure,angledozer,Pete Docter,zerf
3294,Moulin Rouge!,2294,12,Drama,ethoxylate,Baz Luhrmann, xrd
3295,Mulholland Drive,2295,77,Drama,ursidae,David Lynch,gbc
3296,Never Again,2296,26,Comedy,whippowill,Eric Schaeffer,vd
3297,Not Another Teen Movie,2297,12,Comedy,silurid,Joel Gallen,sef
3298,Novocaine,2298,56,Comedy,bardiche,David Atkins,zef
3299,Nowhere in Africa,2299,74,Biography,logicists,Caroline Link,zerf
3300,O,2300,12,Drama,parroter,Tim Blake Nelson, xrd
3301,Ocean's Eleven,2301,62,Crime,hell-rake,Steven Soderbergh,gbc
3302,On the Line,2302,21,Comedy,triphylite,Eric Bross,vd
3303,Original Sin,2303,92,Drama,distancy,Michael Cristofer,sef
3304,Osmosis Jones,2304,51,Action,spinnies,Bobby Farrelly,zef
3305,Out Cold,2305,11,Comedy,resmethrin,Brendan Malloy,zerf
3306,Pearl Harbor,2306,23,Action,angledozer,Michael Bay, xrd
3307,Planet of the Apes,2307,61,Action,ethoxylate,Tim Burton,gbc
3308,Pootie Tang,2308,12,Action,ursidae,Louis C.K.,vd
3309,Rat Race,2309,69,Adventure,whippowill,Jerry Zucker,sef
3310,Recess: School's Out,2310,,Animation,silurid,Chuck Sheetz,zef
3311,Riding in Cars with Boys,2311,98,Biography,bardiche,Penny Marshall,zerf
3312,Rock Star,2312,18,Drama,logicists,Stephen Herek, xrd
3313,Rush Hour 2,2313,24,Action,parroter,Brett Ratner,gbc
3314,Save the Last Dance,2314,11,Drama,hell-rake,Thomas Carter,vd
3315,Saving Silverman,2315,32,Comedy,triphylite,Dennis Dugan,sef
3316,Say It Isn't So,2316,88,Comedy,distancy,J.B. Rogers,zef
3317,Scary Movie 2,2317,45,Comedy,spinnies,Keenen Ivory Wayans,zerf
3318,See Spot Run,2318,30,Action,resmethrin,John Whitesell, xrd
3319,Serendipity,2319,3,Comedy,angledozer,Peter Chelsom,gbc
3320,Session 9,2320,2,Horror,ethoxylate,Brad Anderson,vd
3321,Shallow Hal,2321,5,Comedy,ursidae,Bobby Farrelly,sef
3322,Shaolin Soccer,2322,81,Action,whippowill,Stephen Chow,zef
3323,Shrek,2323,44,Adventure,silurid,Andrew Adamson,zerf
3324,Someone Like You...,2324,14,Comedy,bardiche,Tony Goldwyn, xrd
3325,Soul Survivors,2325,81,Drama,logicists,Stephen Carpenter,gbc
3326,Spirited Away,2326,37,Adventure,parroter,Hayao Miyazaki,vd
3327,Spy Game,2327,77,Action,hell-rake,Tony Scott,sef
3328,Spy Kids,2328,84,Action,triphylite,Robert Rodriguez,zef
3329,Summer Catch,2329,92,Comedy,distancy,Michael Tollin,zerf
3330,Super Troopers,2330,85,Comedy,spinnies,Jay Chandrasekhar, xrd
3331,Sweet November,2331,11,Drama,resmethrin,Pat O'Connor,gbc
3332,Swordfish,2332,88,Action,angledozer,Dominic Sena,vd
3333,Texas Rangers,2333,89,Action,ethoxylate,Steve Miner,sef
3334,The Animal,2334,56,Comedy,ursidae,Luke Greenfield,zef
3335,The Believer,2335,78,Drama,whippowill,Henry Bean,zerf
3336,The Brothers,2336,56,Comedy,silurid,Gary Hardwick, xrd
3337,The Curse of the Jade Scorpion,2337,67,Comedy,bardiche,Woody Allen,gbc
3338,The Fast and the Furious,2338,95,Action,logicists,Rob Cohen,vd
3339,The Forsaken,2339,47,Horror,parroter,J.S. Cardone,sef
3340,The Glass House,2340,4,Crime,hell-rake,Daniel Sackheim,zef
3341,The Jimmy Show,2341,81,Comedy,triphylite,Frank Whaley,zerf
3342,The Last Castle,2342,93,Action,distancy,Rod Lurie, xrd
3343,The Legend of Suriyothai,2343,81,Action,spinnies,Chatrichalerm Yukol,gbc
3344,The Lord of the Rings: The Fellowship of the Ring,2344,14,Action,resmethrin,Peter Jackson,vd
3345,The Lost Skeleton of Cadavra,2345,93,Comedy,angledozer,Larry Blamire,sef
3346,The Majestic,2346,95,Drama,ethoxylate,Frank Darabont,zef
3347,The Mexican,2347,43,Adventure,ursidae,Gore Verbinski,zerf
3348,The Mummy Returns,2348,82,Action,whippowill,Stephen Sommers, xrd
3349,The Musketeer,2349,1,Action,silurid,Peter Hyams,gbc
3350,The One,2350,37,Action,bardiche,James Wong,vd
3351,The Other Side of Heaven,2351,52,Adventure,logicists,Mitch Davis,sef
3352,The Others,2352,92,Fantasy,parroter,Alejandro AmenÃ¡bar,zef
3353,The Pledge,2353,43,Crime,hell-rake,Sean Penn,zerf
3354,The Princess Diaries,2354,12,Comedy,triphylite,Garry Marshall, xrd
3355,The Royal Tenenbaums,2355,14,Comedy,distancy,Wes Anderson,gbc
3356,The Score,2356,41,Crime,spinnies,Frank Oz,vd
3357,The Shipping News,2357,90,Drama,resmethrin,Lasse HallstrÃ¶m,sef
3358,The Tailor of Panama,2358,56,Drama,angledozer,John Boorman,zef
3359,The Wash,2359,37,Comedy,ethoxylate,DJ Pooh,zerf
3360,The Wedding Planner,2360,41,Comedy,ursidae,Adam Shankman, xrd
3361,Thir13en Ghosts,2361,63,Horror,whippowill,Steve Beck,gbc
3362,Thirteen Conversations About One Thing,2362,32,Drama,silurid,Jill Sprecher,vd
3363,Tomcats,2363,7,Comedy,bardiche,Gregory Poirier,sef
3364,Town & Country,2364,46,Comedy,logicists,Peter Chelsom,zef
3365,Training Day,2365,29,Crime,parroter,Antoine Fuqua,zerf
3366,Two Can Play That Game,2366,34,Comedy,hell-rake,Mark Brown, xrd
3367,Valentine,2367,39,Horror,triphylite,Jamie Blanks,gbc
3368,Vanilla Sky,2368,65,Fantasy,distancy,Cameron Crowe,vd
3369,Wasabi,2369,28,Action,spinnies,GÃ©rard Krawczyk,sef
3370,What's the Worst That Could Happen?,2370,82,Comedy,resmethrin,Sam Weisman,zef
3371,Winged Migration,2371,39,Documentary,angledozer,Jacques Perrin,zerf
3372,Y Tu MamÃ¡ TambiÃ©n,2372,29,Adventure,ethoxylate,Alfonso CuarÃ?n, xrd
3373,Zoolander,2373,51,Comedy,ursidae,Ben Stiller,gbc
3374,25th Hour,2374,74,Drama,whippowill,Spike Lee,vd
3375,28 Days Later...,2375,32,Drama,silurid,Danny Boyle,sef
3376,40 Days and 40 Nights,2376,23,Comedy,bardiche,Michael Lehmann,zef
3377,8 Mile,2377,97,Drama,logicists,Curtis Hanson,zerf
3378,8 Women,2378,6,Comedy,parroter,FranÃ§ois Ozon, xrd
3379,A Walk to Remember,2379,98,Drama,hell-rake,Adam Shankman,gbc
3380,Abandon,2380,64,Drama,triphylite,Stephen Gaghan,vd
3381,About a Boy,2381,43,Comedy,distancy,Chris Weitz,sef
3382,About Schmidt,2382,56,Comedy,spinnies,Alexander Payne,zef
3383,Adaptation.,2383,37,Comedy,resmethrin,Spike Jonze,zerf
3384,All About the Benjamins,2384,54,Action,angledozer,Kevin Bray, xrd
3385,All or Nothing,2385,60,Drama,ethoxylate,Mike Leigh,gbc
3386,Amen.,2386,70,Biography,ursidae,Costa-Gavras,vd
3387,Analyze That,2387,86,Comedy,whippowill,Harold Ramis,sef
3388,Antwone Fisher,2388,49,Biography,silurid,Denzel Washington,zef
3389,Austin Powers in Goldmember,2389,74,Action,bardiche,Jay Roach,zerf
3390,Auto Focus,2390,19,Biography,logicists,Paul Schrader, xrd
3391,Bad Company,2391,64,Action,parroter,Joel Schumacher,gbc
3392,Ballistic: Ecks vs. Sever,2392,82,Action,hell-rake,Wych Kaosayananda,vd
3393,Barbershop,2393,4,Comedy,triphylite,Tim Story,sef
3394,Bend It Like Beckham,2394,33,Comedy,distancy,Gurinder Chadha,zef
3395,Better Luck Tomorrow,2395,12,Crime,spinnies,Justin Lin,zerf
3396,Big Fat Liar,2396,77,Adventure,resmethrin,Shawn Levy, xrd
3397,Big Trouble,2397,26,Comedy,angledozer,Barry Sonnenfeld,gbc
3398,Blade II,2398,12,Action,ethoxylate,Guillermo del Toro,vd
3399,Blood Work,2399,56,Action,ursidae,Clint Eastwood,sef
3400,Bloody Sunday,2400,74,Drama,whippowill,Paul Greengrass,zef
3401,Blue Car,2401,12,Drama,silurid,Karen Moncrieff,zerf
3402,Blue Crush,2402,62,Drama,bardiche,John Stockwell, xrd
3403,Boat Trip,2403,21,Comedy,logicists,Mort Nathan,gbc
3404,Bowling for Columbine,2404,92,Crime,parroter,Michael Moore,vd
3405,Brown Sugar,2405,51,Comedy,hell-rake,Rick Famuyiwa,sef
3406,Catch Me If You Can,2406,11,Biography,triphylite,Steven Spielberg,zef
3407,Changing Lanes,2407,23,Drama,distancy,Roger Michell,zerf
3408,Chicago,2408,61,Comedy,spinnies,Rob Marshall, xrd
3409,City by the Sea,2409,12,Crime,resmethrin,Michael Caton-Jones,gbc
3410,City of Ghosts,2410,69,Crime,angledozer,Matt Dillon,vd
3411,City of God,2411,98,Crime,ethoxylate,Fernando Meirelles,sef
3412,Civil Brand,2412,18,Crime,ursidae,Neema Barnette,zef
3413,Clockstoppers,2413,24,Action,whippowill,Jonathan Frakes,zerf
3414,Collateral Damage,2414,11,Action,silurid,Andrew Davis, xrd
3415,Crossroads,2415,32,Comedy,bardiche,Tamra Davis,gbc
3416,Dark Blue,2416,88,Crime,logicists,Ron Shelton,vd
3417,Darkness,2417,45,Horror,parroter,Jaume BalaguerÃ?,sef
3418,Death to Smoochy,2418,30,Comedy,hell-rake,Danny DeVito,zef
3419,Deuces Wild,2419,3,Action,triphylite,Scott Kalvert,zerf
3420,Die Another Day,2420,2,Action,distancy,Lee Tamahori, xrd
3421,Dirty Pretty Things,2421,5,Crime,spinnies,Stephen Frears,gbc
3422,Divine Secrets of the Ya-Ya Sisterhood,2422,81,Drama,resmethrin,Callie Khouri,vd
