MGenreNumber,MTitle,MoN,MGenre,MGenreFBLikes
12154,Don't Be Afraid of the Dark,3806,Frufrulittle,3744
12155,Due Date,3807,Nolaughz,23018
12156,Dylan Dog: Dead of Night,3808,GoGoTunage,1577
12157,Easy A,3809,Nolaughz,16982
12158,Eat Pray Love,3810,Dreemaa,20440
12159,Edge of Darkness,3811,Crumusic,7053
12160,Everything Must Go,3812,Nolaughz,10517
12161,Extraordinary Measures,3813,Dreemaa,17560
12162,Fair Game,3814,LifzMoosik,10191
12163,Faster,3815,GoGoTunage,14699
12164,Flipped,3816,Nolaughz,4377
12165,Freakonomics,3817,Documentary,2305
12166,From Paris with Love,3818,GoGoTunage,488
12167,Furry Vengeance,3819,Nolaughz,6327
12168,Going the Distance,3820,Nolaughz,2961
12169,Green Zone,3821,GoGoTunage,13761
12170,Grown Ups,3822,Nolaughz,28497
12171,Gulliver's Travels,3823,Lalaventuretune,1173
12172,Hereafter,3824,Dreemaa,14344
12173,Hesher,3825,Dreemaa,44969
12174,Hot Tub Time Machine,3826,Nolaughz,1272
12175,How Do You Know,3827,Nolaughz,993
12176,How to Train Your Dragon,3828,Lalaventuretune,20453
12177,I Spit on Your Grave,3829,NegativeMusic,2423
12178,I Want Your Money,3830,Documentary,168
12179,Incendies,3831,Dreemaa,343
12180,Inception,3832,GoGoTunage,81115
12181,Insidious,3833,Frufrulittle,3030
12182,Iron Man 2,3834,GoGoTunage,48638
12183,It's Kind of a Funny Story,3835,Nolaughz,2786
12184,Jackass 3D,3836,GoGoTunage,1787
12185,Jonah Hex,3837,GoGoTunage,14619
12186,Kick-Ass,3838,GoGoTunage,2357
12187,Killers,3839,GoGoTunage,25206
12188,Kites,3840,GoGoTunage,1836
12189,Knight and Day,3841,GoGoTunage,12731
12190,Leap Year,3842,Nolaughz,4094
12191,Legend of the Guardians: The Owls of Ga'Hoole,3843,GoGoTunage,4286
12192,Legion,3844,GoGoTunage,3889
12193,Let Me In,3845,Dreemaa,20258
12194,Letters to God,3846,Dreemaa,1567
12195,Letters to Juliet,3847,Nolaughz,1026
12196,Little Fockers,3848,Nolaughz,24082
12197,Little White Lies,3849,Nolaughz,890
12198,Love & Other Drugs,3850,Nolaughz,31278
12199,Love Ranch,3851,Nolaughz,3204
12200,MacGruber,3852,GoGoTunage,2618
12201,Machete,3853,GoGoTunage,26233
12202,Made in Dagenham,3854,LifzMoosik,7692
12203,Marmaduke,3855,Nolaughz,20061
12204,Megamind,3856,GoGoTunage,46120
12205,Monsters,3857,Dreemaa,1118
12206,Morning Glory,3858,Nolaughz,621
12207,My Name Is Khan,3859,Lalaventuretune,8532
12208,My Soul to Take,3860,NegativeMusic,2537
12209,Nanny McPhee Returns,3861,Nolaughz,855
12210,Never Let Me Go,3862,Dreemaa,12867
12211,Of Gods and Men,3863,Dreemaa,416
12212,Our Family Wedding,3864,Nolaughz,3299
12213,Paranormal Activity 2,3865,NegativeMusic,1081
12214,Percy Jackson & the Olympians: The Lightning Thief,3866,Lalaventuretune,14024
12215,Piranha 3D,3867,Nolaughz,5737
12216,Predators,3868,GoGoTunage,4243
12217,Prince of Persia: The Sands of Time,3869,GoGoTunage,16149
12218,Rabbit Hole,3870,Dreemaa,1582
12219,Ramona and Beezus,3871,Lalaventuretune,1002
12220,RED,3872,GoGoTunage,24928
12221,Remember Me,3873,Dreemaa,22088
12222,Repo Men,3874,GoGoTunage,2925
12223,Resident Evil: Afterlife,3875,GoGoTunage,16098
12224,Robin Hood,3876,GoGoTunage,3244
12225,Rubber,3877,Nolaughz,1498
12226,Salt,3878,GoGoTunage,12406
12227,Sarah's Key,3879,Dreemaa,2140
12228,Saw 3D: The Final Chapter,3880,NegativeMusic,1978
12229,Scott Pilgrim vs. the World,3881,GoGoTunage,12687
12230,Sea Rex 3D: Journey to a Prehistoric World,3882,Documentary,55
12231,Secretariat,3883,LifzMoosik,2259
12232,Sex and the City 2,3884,Nolaughz,4555
12233,She's Out of My League,3885,Nolaughz,5707
12234,Shrek Forever After,3886,Lalaventuretune,4628
12235,Shutter Island,3887,Mystery,29585
12236,Skyline,3888,GoGoTunage,3679
12237,Somewhere,3889,Nolaughz,684
12238,Stake Land,3890,Dreemaa,1038
12239,Step Up 3D,3891,Dreemaa,4059
12240,Stone,3892,Dreemaa,37766
12241,Super,3893,Nolaughz,4590
12242,Takers,3894,GoGoTunage,31529
12243,Tangled,3895,Lalaventuretune,2036
12244,The 5th Quarter,3896,LifzMoosik,2370
12245,The American,3897,Crumusic,1454
12246,The Back-up Plan,3898,Nolaughz,3356
12247,The Book of Eli,3899,GoGoTunage,44797
12248,The Bounty Hunter,3900,GoGoTunage,21554
12249,The Chronicles of Narnia: The Voyage of the Dawn Treader,3901,Lalaventuretune,764
12250,The Conspirator,3902,Crumusic,21163
12251,The Crazies,3903,NegativeMusic,2609
12252,The Debt,3904,Dreemaa,1136
12253,The Expendables,3905,GoGoTunage,46355
12254,The Extra Man,3906,Nolaughz,2029
12255,The Fighter,3907,LifzMoosik,23811
12256,The Ghost Writer,3908,Mystery,2507
12257,The Grace Card,3909,Dreemaa,77046
12258,The Kids Are All Right,3910,Nolaughz,18645
12259,The Killer Inside Me,3911,Crumusic,1813
12260,The King's Speech,3912,LifzMoosik,15732
12261,The Last Airbender,3913,GoGoTunage,2857
12262,The Last Exorcism,3914,Dreemaa,1958
12263,The Last Godfather,3915,Nolaughz,2895
12264,The Last Song,3916,Dreemaa,2341
12265,The Losers,3917,GoGoTunage,12841
12266,The Names of Love,3918,Nolaughz,143
12267,The Next Three Days,3919,Crumusic,11799
12268,The Nutcracker in 3D,3920,GoGoTunage,2728
12269,The Other Guys,3921,GoGoTunage,20233
12270,The Perfect Host,3922,Nolaughz,1452
12271,The Runaways,3923,LifzMoosik,21711
12272,The Social Network,3924,LifzMoosik,10555
12273,The Sorcerer's Apprentice,3925,GoGoTunage,13388
12274,The Spy Next Door,3926,GoGoTunage,3436
12275,The Switch,3927,Nolaughz,1292
12276,The Tempest,3928,Nolaughz,3785
12277,The Tourist,3929,GoGoTunage,55175
12278,The Town,3930,Crumusic,14296
12279,The Twilight Saga: Eclipse,3931,Lalaventuretune,52547
12280,The Virginity Hit,3932,Nolaughz,768
12281,The Warrior's Way,3933,GoGoTunage,2056
12282,The Wolfman,3934,Dreemaa,13071
12283,Tiny Furniture,3935,Nolaughz,2530
12284,Toy Story 3,3936,Lalaventuretune,19085
12285,Trollhunter,3937,Nolaughz,44
12286,TRON: Legacy,3938,GoGoTunage,25550
12287,True Grit,3939,Lalaventuretune,25964
12288,Trust,3940,Crumusic,916
12289,Unstoppable,3941,GoGoTunage,25780
12290,Valentine's Day,3942,Nolaughz,45696
12291,Vampires Suck,3943,Nolaughz,2898
12292,Wall Street: Money Never Sleeps,3944,Dreemaa,1579
12293,Why Did I Get Married Too?,3945,Nolaughz,6657
12294,Wild Target,3946,GoGoTunage,11770
12295,Winter's Bone,3947,Dreemaa,34446
12296,Yogi Bear,3948,Lalaventuretune,4394
12297,You Again,3949,Nolaughz,4813
12298,You Will Meet a Tall Dark Stranger,3950,Nolaughz,19310
12299,1911,3951,GoGoTunage,1887
12300,30 Minutes or Less,3952,GoGoTunage,1987
12301,5 Days of War,3953,GoGoTunage,708
12302,50/50,3954,Nolaughz,39807
12303,A Better Life,3955,Dreemaa,2214
12304,A Dangerous Method,3956,LifzMoosik,23755
12305,A Separation,3957,Dreemaa,2501
12306,A Very Harold & Kumar 3D Christmas,3958,Lalaventuretune,2462
12307,Abduction,3959,GoGoTunage,561
12308,Albert Nobbs,3960,Dreemaa,4370
12309,Alvin and the Chipmunks: Chipwrecked,3961,Lalaventuretune,4073
12310,Anonymous,3962,Dreemaa,2452
12311,Another Earth,3963,Dreemaa,1303
12312,Apollo 18,3964,NegativeMusic,1520
12313,Arthur Christmas,3965,Lalaventuretune,2707
12314,Attack the Block,3966,GoGoTunage,2011
12315,Bad Teacher,3967,Nolaughz,5547
12316,Battle Los Angeles,3968,GoGoTunage,4001
12317,Beastly,3969,Dreemaa,17396
12318,Bernie,3970,Nolaughz,11328
12319,"Big Mommas: Like Father, Like Son",3971,GoGoTunage,3500
12320,Bridesmaids,3972,Nolaughz,3229
12321,Bucky Larson: Born to Be a Star,3973,Nolaughz,2603
12322,Captain America: The First Avenger,3974,GoGoTunage,19761
12323,Cars 2,3975,Lalaventuretune,4482
12324,Colombiana,3976,GoGoTunage,3432
12325,Contagion,3977,Dreemaa,13634
12326,Courageous,3978,Dreemaa,2300
12327,"Crazy, Stupid, Love.",3979,Nolaughz,57426
12328,Diary of a Wimpy Kid: Rodrick Rules,3980,Nolaughz,3567
12329,Dolphin Tale,3981,Dreemaa,14209
12330,Dream House,3982,Dreemaa,8018
12331,Drive,3983,Crumusic,34337
12332,Drive Angry,3984,GoGoTunage,16481
12333,Extremely Loud & Incredibly Close,3985,Lalaventuretune,15595
12334,Fast Five,3986,GoGoTunage,55345
12335,Final Destination 5,3987,NegativeMusic,3074
12336,Fort McCoy,3988,Dreemaa,4374
12337,Friends with Benefits,3989,Nolaughz,20956
12338,Fright Night,3990,Nolaughz,1393
12339,Ghost Rider: Spirit of Vengeance,3991,GoGoTunage,16121
12340,Glee: The 3D Concert Movie,3992,Documentary,4617
12341,Go for It!,3993,Dreemaa,1668
12342,Green Lantern,3994,GoGoTunage,17657
12343,Hall Pass,3995,Nolaughz,3393
12344,Hanna,3996,GoGoTunage,257
12345,Happy Feet 2,3997,Animation,62644
12346,Haywire,3998,GoGoTunage,31187
12347,Headhunters,3999,Crumusic,385
12348,Hobo with a Shotgun,4000,GoGoTunage,1249
12349,Hoodwinked Too! Hood vs. Evil,4001,Animation,5393
12350,Hop,4002,Lalaventuretune,2558
12351,Horrible Bosses,4003,Nolaughz,18669
12352,Hugo,4004,Lalaventuretune,36017
12353,I Am Number Four,4005,GoGoTunage,15608
12354,I Don't Know How She Does It,4006,Nolaughz,5470
12355,Immortals,4007,GoGoTunage,16691
12356,In the Land of Blood and Honey,4008,Dreemaa,796
12357,In Time,4009,GoGoTunage,34011
12358,J. Edgar,4010,LifzMoosik,36258
12359,Jack and Jill,4011,Nolaughz,27405
12360,"Jeff, Who Lives at Home",4012,Nolaughz,3374
12361,Johnny English Reborn,4013,GoGoTunage,661
12362,Jumping the Broom,4014,Nolaughz,5959
12363,Just Go with It,4015,Nolaughz,16325
12364,Justin Bieber: Never Say Never,4016,Documentary,714
12365,Kill List,4017,Crumusic,1269
12366,Killer Elite,4018,GoGoTunage,49608
12367,Killer Joe,4019,Crumusic,11853
12368,Kung Fu Panda 2,4020,GoGoTunage,21015
12369,L!fe Happens,4021,Nolaughz,2924
12370,Larry Crowne,4022,Nolaughz,16827
12371,Le Havre,4023,Nolaughz,391
12372,Like Crazy,4024,Dreemaa,34983
12373,Machine Gun Preacher,4025,GoGoTunage,19620
12374,Margaret,4026,Dreemaa,14638
12375,Margin Call,4027,LifzMoosik,22834
12376,Mars Needs Moms,4028,GoGoTunage,2652
12377,Melancholia,4029,Dreemaa,15835
12378,Midnight in Paris,4030,Nolaughz,1289
12379,Mission: Impossible - Ghost Protocol,4031,GoGoTunage,21768
12380,Moneyball,4032,LifzMoosik,53094
12381,Monte Carlo,4033,Lalaventuretune,4257
12382,Mr. Popper's Penguins,4034,Nolaughz,2820
12383,My Week with Marilyn,4035,LifzMoosik,17204
12384,New Year's Eve,4036,Nolaughz,23456
12385,Newlyweds,4037,Nolaughz,690
12386,No Strings Attached,4038,Nolaughz,22739
12387,One Day,4039,Dreemaa,17627
12388,Our Idiot Brother,4040,Nolaughz,15710
12389,Paranormal Activity 3,4041,NegativeMusic,2371
12390,Paul,4042,Lalaventuretune,390
12391,"Pink Ribbons, Inc.",4043,Documentary,0
12392,Pirates of the Caribbean: On Stranger Tides,4044,GoGoTunage,54083
12393,Priest,4045,GoGoTunage,1417
12394,Prom,4046,Nolaughz,5190
12395,Puss in Boots,4047,GoGoTunage,5046
12396,Rango,4048,Lalaventuretune,43291
12397,Real Steel,4049,GoGoTunage,22254
12398,Red Riding Hood,4050,Frufrulittle,15369
12399,Rio,4051,Lalaventuretune,12071
12400,Rise of the Planet of the Apes,4052,GoGoTunage,13118
12401,Salvation Boulevard,4053,GoGoTunage,561
12402,Samsara,4054,Documentary,48
12403,Sanctum,4055,Lalaventuretune,3892
12404,Scream 4,4056,NegativeMusic,4486
12405,Shame,4057,Dreemaa,15230
12406,Shark Night 3D,4058,NegativeMusic,4952
12407,Sherlock Holmes: A Game of Shadows,4059,GoGoTunage,22403
12408,Sholem Aleichem: Laughing in the Darkness,4060,Documentary,660
12409,Silent House,4061,Dreemaa,218
12410,Snow Flower and the Secret Fan,4062,Dreemaa,2430
12411,Something Borrowed,4063,Nolaughz,2371
12412,Soul Surfer,4064,LifzMoosik,5024
12413,Source Code,4065,Mystery,16034
12414,Spy Kids: All the Time in the World in 4D,4066,GoGoTunage,4311
12415,Straw Dogs,4067,GoGoTunage,11431
12416,Sucker Punch,4068,GoGoTunage,7067
12417,Super 8,4069,Mystery,3388
12418,Take Me Home Tonight,4070,Nolaughz,5519
12419,Take Shelter,4071,Dreemaa,1520
12420,The Adjustment Bureau,4072,Romance,14607
12421,The Lalaventuretunes of Tintin,4073,GoGoTunage,4631
12422,The Artist,4074,Nolaughz,4606
12423,The Beaver,4075,Dreemaa,34705
12424,The Best Exotic Marigold Hotel,4076,Nolaughz,1898
12425,The Big Year,4077,Nolaughz,2085
12426,The Change-Up,4078,Nolaughz,28045
12427,The Darkest Hour,4079,GoGoTunage,843
12428,The Descendants,4080,Nolaughz,9578
12429,The Devil's Double,4081,LifzMoosik,35561
12430,The Dilemma,4082,Nolaughz,18510
12431,The Divide,4083,Dreemaa,4920
12432,The Flowers of War,4084,Dreemaa,23240
12433,The FP,4085,Nolaughz,2046
12434,The Girl with the Dragon Tattoo,4086,Crumusic,20388
12435,The Greatest Movie Ever Sold,4087,Nolaughz,32405
12436,The Green Hornet,4088,GoGoTunage,13391
12437,The Grey,4089,GoGoTunage,16606
12438,The Guard,4090,Nolaughz,3569
12439,The Hangover Part II,4091,Nolaughz,16143
12440,The Harvest/La Cosecha,4092,Documentary,0
12441,The Help,4093,Dreemaa,23227
12442,The Ides of March,4094,Dreemaa,57077
12443,The Innkeepers,4095,NegativeMusic,1252
12444,The Iron Lady,4096,LifzMoosik,12894
12445,The Lincoln Lawyer,4097,Crumusic,13943
12446,The Mechanic,4098,GoGoTunage,27834
12447,The Muppets,4099,Lalaventuretune,1336
12448,The Raid: Redemption,4100,GoGoTunage,1445
12449,The Rite,4101,Dreemaa,19904
12450,The Roommate,4102,Dreemaa,5349
12451,The Smurfs,4103,Lalaventuretune,692
12452,The Son of No One,4104,Crumusic,32814
12453,The Three Musketeers,4105,GoGoTunage,27694
12454,The Tree of Life,4106,Dreemaa,13021
12455,There Be Dragons,4107,LifzMoosik,3497
12456,Thor,4108,GoGoTunage,60059
12457,Tinker Tailor Soldier Spy,4109,Dreemaa,46241
12458,Tower Heist,4110,GoGoTunage,3768
12459,Transformers: Dark of the Moon,4111,GoGoTunage,2593
12460,Unknown,4112,GoGoTunage,17152
12461,War Horse,4113,Dreemaa,46726
12462,Warrior,4114,Dreemaa,29692
12463,Water for Elephants,4115,Dreemaa,36062
12464,We Need to Talk About Kevin,4116,Dreemaa,3547
12465,Weekend,4117,Dreemaa,654
12466,What's Your Number?,4118,Nolaughz,15713
12467,Winnie the Pooh,4119,Lalaventuretune,1002
12468,X-Men: First Class,4120,GoGoTunage,50983
12469,Young Adult,4121,Nolaughz,10575
12470,Your Highness,4122,Lalaventuretune,45202
12471,Your Sister's Sister,4123,Nolaughz,973
12472,Zookeeper,4124,Nolaughz,5392
12473,2016: Obama's America,4125,Documentary,1111
12474,21 Jump Street,4126,GoGoTunage,19968
12475,A Thousand Words,4127,Nolaughz,222
12476,Abraham Lincoln: Vampire Hunter,4128,GoGoTunage,8281
12477,Act of Valor,4129,GoGoTunage,146
12478,Alex Cross,4130,GoGoTunage,2471
12479,American Reunion,4131,Nolaughz,8398
12480,Amour,4132,Dreemaa,1557
12481,Arbitrage,4133,Dreemaa,2440
12482,Argo,4134,LifzMoosik,3133
12483,Atlas Shrugged II: The Strike,4135,Dreemaa,5262
12484,Bachelorette,4136,Nolaughz,8353
12485,Battleship,4137,GoGoTunage,26679
12486,Beasts of the Southern Wild,4138,Dreemaa,2658
12487,Big Miracle,4139,LifzMoosik,1702
12488,Blue Like Jazz,4140,Nolaughz,1805
12489,Brave,4141,Lalaventuretune,5005
12490,Bullet to the Head,4142,GoGoTunage,25418
12491,Burn,4143,Documentary,2
12492,Casa de mi Padre,4144,Nolaughz,10123
12493,Chasing Mavericks,4145,LifzMoosik,21200
12494,Chernobyl Diaries,4146,NegativeMusic,2665
12495,Chronicle,4147,Dreemaa,2054
12496,Cloud Atlas,4148,Dreemaa,22686
12497,Compliance,4149,LifzMoosik,1734
12498,Contraband,4150,GoGoTunage,26625
12499,Dark Shadows,4151,Nolaughz,80849
12500,Deadfall,4152,Crumusic,27575
12501,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,4153,Documentary,483
12502,Detention of the Dead,4154,Nolaughz,2251
12503,Diary of a Wimpy Kid: Dog Days,4155,Nolaughz,3153
12504,Django Unchained,4156,Dreemaa,40978
12505,Dredd,4157,GoGoTunage,578
12506,Eddie: The Sleepwalking Cannibal,4158,Nolaughz,843
12507,End of Watch,4159,Crumusic,27788
12508,Ernest & Celestine,4160,Animation,6829
12509,Filly Brown,4161,Dreemaa,2459
12510,Flight,4162,Dreemaa,20952
12511,"For a Good Time, Call...",4163,Nolaughz,3770
12512,For Greater Glory: The True Story of Cristiada,4164,Dreemaa,1807
12513,Frankenweenie,4165,Animation,4774
12514,Fun Size,4166,Lalaventuretune,3715
12515,Hardflip,4167,GoGoTunage,263584
12516,Here Comes the Boom,4168,GoGoTunage,6727
12517,Hit and Run,4169,GoGoTunage,15922
12518,Hope Springs,4170,Nolaughz,19420
12519,Hotel Transylvania,4171,Animation,37142
12520,House at the End of the Street,4172,Dreemaa,35717
12521,Ice Age: Continental Drift,4173,Lalaventuretune,25354
12522,Inescapable,4174,Dreemaa,242
12523,Jab Tak Hai Jaan,4175,Dreemaa,13762
12524,Jack Reacher,4176,GoGoTunage,16385
12525,John Carter,4177,GoGoTunage,1873
12526,Journey 2: The Mysterious Island,4178,GoGoTunage,27842
12527,Joyful Noise,4179,Nolaughz,3389
12528,Katy Perry: Part of Me,4180,Documentary,52
12529,Killing Them Softly,4181,Crumusic,14025
12530,Les MisÃ©rables,4182,Dreemaa,46204
12531,Life of Pi,4183,Lalaventuretune,2121
12532,Lincoln,4184,LifzMoosik,25517
12533,Lockout,4185,GoGoTunage,1414
12534,Looper,4186,GoGoTunage,37387
12535,Madagascar 3: Europe's Most Wanted,4187,Lalaventuretune,2444
12536,Madea's Witness Protection,4188,Nolaughz,2753
12537,Magic Mike,4189,Nolaughz,46646
12538,Man on a Ledge,4190,GoGoTunage,362
12539,Maniac,4191,NegativeMusic,1233
12540,Men in Black 3,4192,GoGoTunage,12572
12541,Middle of Nowhere,4193,Dreemaa,3021
12542,Mirror Mirror,4194,Lalaventuretune,11454
12543,Moonrise Kingdom,4195,Lalaventuretune,27911
12544,Mud,4196,Dreemaa,13960
12545,On the Road,4197,Lalaventuretune,33747
12546,One for the Money,4198,GoGoTunage,3301
12547,Paranormal Activity 4,4199,NegativeMusic,799
12548,ParaNorman,4200,Lalaventuretune,13597
12549,Parental Guidance,4201,Nolaughz,5740
12550,Pitch Perfect,4202,Nolaughz,12676
12551,Playing for Keeps,4203,Nolaughz,23122
12552,Premium Rush,4204,GoGoTunage,24669
12553,Project X,4205,Nolaughz,2043
12554,Prometheus,4206,Lalaventuretune,24098
12555,Promised Land,4207,Dreemaa,14544
12556,Quartet,4208,Nolaughz,1114
12557,Red Tails,4209,GoGoTunage,4416
12558,Resident Evil: Retribution,4210,GoGoTunage,17913
12559,Rise of the Guardians,4211,Lalaventuretune,20645
12560,Robot & Frank,4212,Nolaughz,1980
12561,Rock of Ages,4213,Nolaughz,712
12562,Safe,4214,GoGoTunage,27759
12563,Safe House,4215,GoGoTunage,36237
12564,Safety Not Guaranteed,4216,Nolaughz,2714
12565,Savages,4217,Crumusic,1948
12566,Seeking a Friend for the End of the World,4218,Lalaventuretune,7747
12567,Seven Psychopaths,4219,Nolaughz,4757
12568,Silent Hill: Revelation 3D,4220,Lalaventuretune,2173
12569,Silver Linings Playbook,4221,Nolaughz,72115
12570,Sinister,4222,NegativeMusic,2239
12571,Skyfall,4223,GoGoTunage,2039
12572,Snow White and the Huntsman,4224,GoGoTunage,72881
12573,Sparkle,4225,Dreemaa,5804
12574,Spring Breakers,4226,Crumusic,12306
12575,Step Up Revolution,4227,Dreemaa,4863
12576,Stolen,4228,GoGoTunage,14978
12577,Taken 2,4229,GoGoTunage,16410
12578,Ted,4230,Nolaughz,21773
12579,That's My Boy,4231,Nolaughz,16484
12580,The Act of Killing,4232,LifzMoosik,6
12581,The Amazing Spider-Man,4233,GoGoTunage,28489
12582,The Apparition,4234,NegativeMusic,730
12583,The Avengers,4235,GoGoTunage,87697
12584,The Bourne Legacy,4236,GoGoTunage,12175
12585,The Brass Teapot,4237,Nolaughz,4184
12586,The Cabin in the Woods,4238,Frufrulittle,29551
12587,The Campaign,4239,Nolaughz,9271
12588,The Cold Light of Day,4240,GoGoTunage,30134
12589,The Collection,4241,GoGoTunage,3818
12590,The Dark Knight Rises,4242,GoGoTunage,106759
12591,The Devil Inside,4243,NegativeMusic,988
12592,The Dictator,4244,Nolaughz,1375
12593,The Expendables 2,4245,GoGoTunage,57881
12594,The Five-Year Engagement,4246,Nolaughz,3479
12595,The Ghastly Love of Johnny X,4247,Nolaughz,1611
12596,The Guilt Trip,4248,Nolaughz,1070
12597,The Hobbit: An Unexpected Journey,4249,Lalaventuretune,9152
12598,The Hunger Games,4250,Lalaventuretune,49942
12599,The Hunt,4251,Dreemaa,216
12600,The Iceman,4252,LifzMoosik,23187
12601,The Impossible,4253,Dreemaa,7099
12602,The Lords of Salem,4254,Dreemaa,5158
12603,The Lucky One,4255,Dreemaa,1852
12604,The Man with the Iron Fists,4256,GoGoTunage,2377
12605,The Master,4257,Dreemaa,427
12606,The Odd Life of Timothy Green,4258,Nolaughz,9069
12607,The Oogieloves in the Big Balloon Lalaventuretune,4259,Lalaventuretune,1978
12608,The Other Dream Team,4260,Documentary,44
12609,The Perks of Being a Wallflower,4261,Dreemaa,13631
12610,The Pirates! Band of Misfits,4262,Lalaventuretune,6254
12611,The Place Beyond the Pines,4263,Crumusic,34413
12612,The Possession,4264,NegativeMusic,2348
12613,The Raven,4265,Crumusic,2356
12614,The Sessions,4266,LifzMoosik,1899
12615,The Sweeney,4267,GoGoTunage,4810
12616,The Twilight Saga: Breaking Dawn - Part 2,4268,Lalaventuretune,59177
12617,The Vow,4269,Dreemaa,18322
12618,The Watch,4270,GoGoTunage,2488
12619,The Woman in Black,4271,Dreemaa,11946
12620,The Words,4272,Dreemaa,51355
12621,Think Like a Man,4273,Nolaughz,5165
12622,This Is 40,4274,Nolaughz,1050
12623,This Means War,4275,GoGoTunage,29808
12624,Tim and Eric's Billion Dollar Movie,4276,Nolaughz,1467
12625,To Rome with Love,4277,Nolaughz,1205
12626,Underworld: Awakening,4278,GoGoTunage,5861
12627,Vamps,4279,Nolaughz,3086
12628,What to Expect When You're Expecting,4280,Nolaughz,13396
12629,Wrath of the Titans,4281,GoGoTunage,16184
12630,Wreck-It Ralph,4282,Lalaventuretune,4451
12631,Zero Dark Thirty,4283,Dreemaa,2759
12632,12 Years a Slave,4284,LifzMoosik,4251
12633,2 Guns,4285,GoGoTunage,20148
12634,20 Feet from Stardom,4286,Documentary,198
12635,21 & Over,4287,Nolaughz,2730
12636,42,4288,LifzMoosik,16911
12637,47 Ronin,4289,GoGoTunage,20965
12638,A Good Day to Die Hard,4290,GoGoTunage,15481
12639,A Haunted House,4291,Nolaughz,3421
12640,A Madea Christmas,4292,Nolaughz,3202
12641,About Time,4293,Dreemaa,1595
12642,Admission,4294,Nolaughz,3004
12643,Adore,4295,Dreemaa,25269
12644,After Earth,4296,GoGoTunage,14168
12645,All Is Lost,4297,GoGoTunage,0
12646,American Hustle,4298,Crumusic,83012
12647,Anchorman 2: The Legend Continues,4299,Nolaughz,28176
12648,Antarctica: A Year on Ice,4300,Lalaventuretune,86
12649,August: Osage County,4301,Dreemaa,39690
12650,Bad Grandpa,4302,Nolaughz,1018
12651,Bad Words,4303,Nolaughz,2061
12652,Baggage Claim,4304,Nolaughz,8097
12653,Battle of the Year,4305,Dreemaa,3177
12654,Beautiful Creatures,4306,Dreemaa,3580
12655,Before Midnight,4307,Dreemaa,328
12656,Begin Again,4308,Dreemaa,517
12657,Black Nativity,4309,Dreemaa,1373
12658,Blood Ties,4310,Crumusic,18442
12659,Blue Jasmine,4311,Dreemaa,1353
12660,Blue Ruin,4312,Crumusic,1528
12661,Broken City,4313,Crumusic,2073
12662,"Buen DÃ?a, RamÃ?n",4314,Dreemaa,824
12663,Captain Phillips,4315,LifzMoosik,16281
12664,Carrie,4316,Dreemaa,20051
12665,Cheap Thrills,4317,Nolaughz,4729
12666,"Cinco de Mayo, La Batalla",4318,Dreemaa,221
12667,Cloudy with a Chance of Meatballs 2,4319,Animation,848
12668,Dallas Buyers Club,4320,LifzMoosik,17738
12669,Dead Man Down,4321,GoGoTunage,4253
12670,Delivery Man,4322,Nolaughz,1006
12671,Despicable Me 2,4323,Animation,11905
12672,Don Jon,4324,Nolaughz,44265
12673,Elysium,4325,GoGoTunage,17689
12674,Ender's Game,4326,GoGoTunage,12908
12675,Enough Said,4327,Nolaughz,1183
12676,Epic,4328,Lalaventuretune,14552
12677,Escape from Planet Earth,4329,Lalaventuretune,3361
12678,Escape Plan,4330,GoGoTunage,15708
12679,Evil Dead,4331,NegativeMusic,673
12680,Free Birds,4332,Lalaventuretune,3104
12681,Frozen,4333,Lalaventuretune,2582
12682,Fruitvale Station,4334,LifzMoosik,687
12683,G.I. Joe: Retaliation,4335,GoGoTunage,31958
12684,Gangster Squad,4336,GoGoTunage,34738
12685,Getaway,4337,GoGoTunage,676
12686,Gravity,4338,Lalaventuretune,87
12687,Grown Ups 2,4339,Nolaughz,39269
12688,Grudge Match,4340,Nolaughz,36009
12689,Hansel & Gretel: Witch Hunters,4341,GoGoTunage,11946
12690,Her,4342,Dreemaa,19359
12691,Home Run,4343,Dreemaa,2681
12692,Homefront,4344,GoGoTunage,39989
12693,Identity Thief,4345,Nolaughz,5826
12694,Inside Llewyn Davis,4346,Dreemaa,4082
12695,Insidious: Chapter 2,4347,Frufrulittle,2975
12696,Instructions Not Included,4348,Nolaughz,688
12697,Iron Man 3,4349,GoGoTunage,30426
12698,Jack the Giant Slayer,4350,Lalaventuretune,1766
12699,Joe,4351,Dreemaa,13607
12700,Kevin Hart: Let Me Explain,4352,Nolaughz,1385
12701,Kick-Ass 2,4353,GoGoTunage,19168
12702,Labor Day,4354,Dreemaa,39307
12703,Last Vegas,4355,Nolaughz,35694
12704,Lee Daniels' The Butler,4356,LifzMoosik,20035
12705,Legends of Oz: Dorothy's Return,4357,Lalaventuretune,6946
12706,Lone Survivor,4358,GoGoTunage,1261
12707,Machete Kills,4359,GoGoTunage,2848
12708,Mama,4360,Frufrulittle,1949
12709,Man of Steel,4361,GoGoTunage,20495
12710,Mandela: Long Walk to Freedom,4362,LifzMoosik,301
12711,Monsters University,4363,Lalaventuretune,14863
12712,Movie 43,4364,Nolaughz,41059
12713,Nebraska,4365,Lalaventuretune,3798
12714,Now You See Me,4366,Crumusic,13312
12715,Oblivion,4367,GoGoTunage,22004
